,Shape,Orientation,Window to Wall Ratio,Height,Surface Area,Material,thickness,set point,Heating System,Cooling System,AC Type,Heater type,PVs,Ceiling fans,Others
5141,Rectangular,South,0.44,10,191.63,Concrete,0.22,20,1,1,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
5142,U-Shape,South,0.31,15,209.78,Wood,0.35,21,0,1,Split AC,Gas Heating,1,1,"Microwave, Washer"
5143,Rectangular,South,0.57,18,290.9,Concrete,0.31,22,0,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
5144,Rectangular,West,0.48,10,86.29,Wood,0.36,20,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5145,L-Shape,South,0.52,15,198.4,Steel,0.22,22,1,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
5146,L-Shape,South,0.45,18,142.16,Steel,0.35,22,0,1,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
5147,L-Shape,East,0.55,10,74.82,Steel,0.35,19,1,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
5148,L-Shape,North,0.33,15,225.78,Steel,0.32,20,0,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
5149,Rectangular,South,0.46,10,124.3,Steel,0.22,21,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
5150,Rectangular,South,0.56,15,53.87,Concrete,0.24,21,0,1,Package AC,Gas Heating,1,2,"TV, Fridge"
5151,Rectangular,South,0.55,18,309.5,Steel,0.24,21,0,1,Package AC,Gas Heating,0,2,"TV, Fridge"
5152,L-Shape,West,0.3,12,229.07,Steel,0.39,19,0,0,VRF,Heat Pump,0,0,"Oven, Dishwasher"
5153,Rectangular,East,0.51,18,216.0,Wood,0.3,20,1,0,Package AC,Heat Pump,1,2,"Microwave, Washer"
5154,Rectangular,West,0.42,15,212.15,Concrete,0.35,21,0,0,Package AC,Gas Heating,0,0,"Microwave, Washer"
5155,Rectangular,North,0.39,12,142.5,Steel,0.29,22,1,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5156,Rectangular,East,0.45,18,142.95,Wood,0.32,22,0,1,Split AC,Heat Pump,0,0,"Microwave, Washer"
5157,U-Shape,North,0.51,15,163.59,Wood,0.38,20,0,0,Split AC,Gas Heating,1,1,"TV, Fridge"
5158,Rectangular,West,0.33,10,226.1,Concrete,0.3,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
5159,U-Shape,North,0.54,15,136.03,Steel,0.23,21,0,1,VRF,Heat Pump,0,1,"TV, Fridge"
5160,U-Shape,South,0.52,18,102.44,Steel,0.32,21,0,1,Package AC,Gas Heating,0,1,"Microwave, Washer"
5161,U-Shape,South,0.52,15,199.89,Steel,0.31,19,1,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
5162,U-Shape,East,0.49,15,274.92,Concrete,0.35,19,0,1,VRF,Gas Heating,0,2,"Microwave, Washer"
5163,U-Shape,North,0.53,15,219.04,Steel,0.21,21,1,0,VRF,Heat Pump,1,2,"Microwave, Washer"
5164,Rectangular,West,0.49,12,101.79,Wood,0.34,20,0,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
5165,L-Shape,East,0.48,15,142.65,Steel,0.34,22,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5166,Rectangular,North,0.41,18,244.54,Wood,0.27,20,1,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
5167,Rectangular,South,0.36,10,206.4,Wood,0.39,20,0,0,Package AC,Gas Heating,0,2,"Microwave, Washer"
5168,Rectangular,East,0.54,10,50.71,Steel,0.27,19,1,1,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
5169,U-Shape,East,0.58,12,163.11,Concrete,0.37,20,1,1,Split AC,Gas Heating,1,1,"Microwave, Washer"
5170,U-Shape,South,0.51,12,189.44,Steel,0.4,19,0,1,Split AC,Gas Heating,0,1,"TV, Fridge"
5171,Rectangular,South,0.48,15,111.23,Wood,0.39,22,1,0,Split AC,Heat Pump,1,0,"Microwave, Washer"
5172,U-Shape,South,0.46,15,72.17,Concrete,0.39,21,0,1,Split AC,Gas Heating,1,1,"TV, Fridge"
5173,U-Shape,East,0.32,15,229.07,Wood,0.29,19,0,1,Package AC,Heat Pump,1,2,"TV, Fridge"
5174,L-Shape,East,0.58,10,70.24,Concrete,0.21,22,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5175,U-Shape,South,0.49,15,66.18,Steel,0.25,19,0,1,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
5176,L-Shape,North,0.54,15,78.28,Steel,0.33,21,0,1,Split AC,Heat Pump,0,0,"Oven, Dishwasher"
5177,Rectangular,East,0.52,10,58.2,Wood,0.36,22,1,0,Split AC,Gas Heating,1,2,"Oven, Dishwasher"
5178,U-Shape,South,0.47,15,241.08,Wood,0.29,21,0,1,VRF,Heat Pump,0,2,"Oven, Dishwasher"
5179,Rectangular,East,0.34,10,306.83,Concrete,0.31,19,1,0,VRF,Gas Heating,0,1,"Oven, Dishwasher"
5180,Rectangular,North,0.38,15,159.06,Concrete,0.39,19,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
5181,U-Shape,East,0.58,15,252.72,Wood,0.37,22,1,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5182,U-Shape,South,0.59,10,348.6,Concrete,0.36,19,0,1,Package AC,Heat Pump,1,1,"TV, Fridge"
5183,Rectangular,North,0.55,15,273.53,Wood,0.36,19,1,1,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
5184,Rectangular,West,0.56,10,126.62,Steel,0.33,22,1,1,Package AC,Gas Heating,0,2,"TV, Fridge"
5185,L-Shape,East,0.44,18,348.6,Steel,0.24,20,1,0,Package AC,Heat Pump,0,2,"Microwave, Washer"
5186,Rectangular,South,0.36,12,150.2,Wood,0.25,22,0,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
5187,U-Shape,North,0.5,18,264.08,Concrete,0.25,21,0,1,VRF,Heat Pump,1,1,"TV, Fridge"
5188,Rectangular,South,0.42,15,260.4,Concrete,0.31,21,0,0,Split AC,Gas Heating,1,0,"Microwave, Washer"
5189,Rectangular,South,0.42,10,73.09,Steel,0.34,19,0,0,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
5190,L-Shape,East,0.44,10,148.3,Wood,0.26,20,1,0,Package AC,Heat Pump,1,2,"Microwave, Washer"
5191,U-Shape,East,0.5,18,184.85,Steel,0.2,20,1,1,Package AC,Heat Pump,0,0,"Microwave, Washer"
5192,U-Shape,East,0.53,18,246.61,Steel,0.26,22,0,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5193,Rectangular,South,0.4,10,89.41,Steel,0.33,22,1,0,Package AC,Gas Heating,1,0,"Microwave, Washer"
5194,Rectangular,North,0.54,12,163.77,Wood,0.28,22,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5195,U-Shape,South,0.32,15,264.67,Steel,0.21,22,0,0,Split AC,Heat Pump,0,1,"Microwave, Washer"
5196,Rectangular,East,0.35,15,295.41,Concrete,0.35,22,1,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
5197,Rectangular,East,0.57,10,136.98,Steel,0.32,20,1,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
5198,Rectangular,West,0.45,15,262.31,Concrete,0.22,22,1,0,VRF,Heat Pump,0,1,"Microwave, Washer"
5199,Rectangular,South,0.49,10,74.04,Wood,0.3,20,0,1,Package AC,Gas Heating,1,1,"Oven, Dishwasher"
5200,L-Shape,East,0.44,10,209.98,Wood,0.2,22,1,1,Split AC,Heat Pump,1,1,"TV, Fridge"
5201,Rectangular,East,0.41,15,50.71,Steel,0.2,19,1,0,Package AC,Gas Heating,0,0,"TV, Fridge"
5202,Rectangular,South,0.54,12,324.35,Steel,0.35,21,0,1,Split AC,Gas Heating,1,0,"TV, Fridge"
5203,L-Shape,South,0.39,12,348.6,Steel,0.21,19,0,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
5204,Rectangular,South,0.53,10,209.03,Wood,0.33,22,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
5205,Rectangular,South,0.33,15,242.76,Concrete,0.29,19,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
5206,U-Shape,South,0.42,15,199.2,Steel,0.25,20,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5207,Rectangular,East,0.51,12,229.2,Wood,0.38,22,0,1,Package AC,Heat Pump,0,0,"Oven, Dishwasher"
5208,U-Shape,North,0.59,18,288.73,Concrete,0.33,22,1,1,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5209,U-Shape,North,0.58,15,300.14,Steel,0.38,22,1,1,VRF,Gas Heating,1,2,"Oven, Dishwasher"
5210,L-Shape,South,0.52,15,252.66,Steel,0.26,19,0,1,Split AC,Heat Pump,1,0,"Microwave, Washer"
5211,Rectangular,South,0.5,18,255.5,Wood,0.4,22,0,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
5212,Rectangular,South,0.3,18,50.71,Concrete,0.27,19,0,1,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5213,L-Shape,South,0.54,15,331.77,Concrete,0.24,19,1,0,Package AC,Heat Pump,1,2,"TV, Fridge"
5214,Rectangular,South,0.46,15,204.57,Steel,0.27,19,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
5215,U-Shape,North,0.4,15,155.83,Steel,0.28,22,0,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
5216,L-Shape,East,0.6,10,50.71,Concrete,0.27,22,0,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5217,L-Shape,North,0.52,12,121.89,Wood,0.33,22,0,0,Split AC,Heat Pump,0,0,"Microwave, Washer"
5218,Rectangular,East,0.49,18,208.41,Steel,0.34,20,0,0,VRF,Gas Heating,0,0,"Oven, Dishwasher"
5219,Rectangular,West,0.39,18,155.81,Wood,0.4,19,0,1,Split AC,Gas Heating,0,2,"Microwave, Washer"
5220,Rectangular,East,0.52,18,156.33,Wood,0.27,22,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5221,L-Shape,East,0.54,12,133.36,Concrete,0.39,20,0,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
5222,L-Shape,West,0.33,18,222.89,Concrete,0.35,19,0,0,Split AC,Heat Pump,1,1,"TV, Fridge"
5223,L-Shape,East,0.34,12,94.79,Wood,0.34,20,0,0,Package AC,Gas Heating,0,0,"Microwave, Washer"
5224,L-Shape,South,0.5,15,256.03,Steel,0.34,21,0,1,Package AC,Gas Heating,1,2,"TV, Fridge"
5225,Rectangular,West,0.51,12,50.71,Wood,0.36,20,1,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
5226,U-Shape,East,0.5,18,181.4,Wood,0.32,22,1,0,Package AC,Heat Pump,1,2,"TV, Fridge"
5227,L-Shape,East,0.3,18,127.32,Steel,0.22,20,0,0,Package AC,Heat Pump,0,2,"Microwave, Washer"
5228,U-Shape,East,0.55,12,170.38,Concrete,0.33,21,0,0,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5229,Rectangular,East,0.53,10,115.92,Steel,0.37,19,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
5230,U-Shape,North,0.53,18,141.83,Steel,0.37,20,1,1,Split AC,Heat Pump,1,0,"Microwave, Washer"
5231,L-Shape,West,0.6,15,50.71,Steel,0.35,22,1,1,VRF,Gas Heating,1,2,"Microwave, Washer"
5232,Rectangular,South,0.53,15,169.37,Steel,0.29,21,1,1,Split AC,Heat Pump,1,2,"TV, Fridge"
5233,U-Shape,South,0.34,18,281.87,Wood,0.25,21,0,1,VRF,Heat Pump,1,2,"TV, Fridge"
5234,L-Shape,West,0.42,10,253.79,Concrete,0.34,21,0,1,Package AC,Gas Heating,1,2,"Microwave, Washer"
5235,U-Shape,South,0.36,12,91.32,Wood,0.21,22,0,1,Split AC,Heat Pump,1,0,"TV, Fridge"
5236,Rectangular,South,0.38,10,62.76,Concrete,0.39,22,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
5237,Rectangular,East,0.51,10,170.36,Wood,0.25,20,1,1,Package AC,Heat Pump,0,0,"Microwave, Washer"
5238,U-Shape,South,0.36,15,273.59,Steel,0.35,19,0,1,Split AC,Heat Pump,1,2,"TV, Fridge"
5239,L-Shape,South,0.37,18,273.92,Wood,0.25,22,0,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
5240,Rectangular,West,0.46,10,221.41,Concrete,0.28,21,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5241,U-Shape,South,0.45,10,255.8,Steel,0.39,19,0,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
5242,Rectangular,South,0.5,12,226.64,Steel,0.31,21,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5243,Rectangular,South,0.39,15,233.06,Wood,0.35,20,1,0,Package AC,Heat Pump,0,1,"Oven, Dishwasher"
5244,Rectangular,East,0.57,12,68.85,Steel,0.29,20,1,1,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
5245,U-Shape,South,0.44,15,77.55,Steel,0.25,21,0,0,VRF,Gas Heating,1,0,"Microwave, Washer"
5246,L-Shape,South,0.47,15,227.41,Steel,0.23,19,1,1,Package AC,Heat Pump,1,1,"Microwave, Washer"
5247,L-Shape,West,0.46,15,73.32,Concrete,0.35,22,0,1,VRF,Gas Heating,1,1,"Microwave, Washer"
5248,Rectangular,East,0.54,18,257.68,Wood,0.26,22,1,1,VRF,Gas Heating,0,2,"Oven, Dishwasher"
5249,Rectangular,North,0.57,10,303.17,Wood,0.26,22,1,1,Package AC,Gas Heating,0,1,"Oven, Dishwasher"
5250,Rectangular,North,0.5,15,276.0,Steel,0.2,19,0,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
5251,Rectangular,North,0.3,15,239.11,Steel,0.24,22,0,0,VRF,Heat Pump,0,0,"Microwave, Washer"
5252,L-Shape,East,0.31,12,50.71,Wood,0.32,22,0,0,Package AC,Gas Heating,1,1,"Microwave, Washer"
5253,L-Shape,East,0.54,18,225.61,Concrete,0.27,21,1,0,VRF,Gas Heating,0,0,"Microwave, Washer"
5254,Rectangular,East,0.53,18,225.31,Steel,0.38,22,1,1,Split AC,Gas Heating,1,1,"Microwave, Washer"
5255,L-Shape,East,0.55,15,180.75,Steel,0.34,20,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5256,L-Shape,North,0.49,18,152.31,Wood,0.27,22,0,0,Split AC,Gas Heating,0,1,"Oven, Dishwasher"
5257,Rectangular,East,0.54,10,329.61,Concrete,0.38,19,1,1,Package AC,Gas Heating,1,2,"TV, Fridge"
5258,L-Shape,West,0.46,18,250.68,Wood,0.34,19,1,0,Split AC,Gas Heating,1,1,"TV, Fridge"
5259,Rectangular,East,0.31,18,50.71,Wood,0.22,22,0,0,VRF,Heat Pump,0,1,"Microwave, Washer"
5260,L-Shape,East,0.5,15,285.64,Steel,0.35,20,0,0,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
5261,Rectangular,East,0.41,12,271.33,Steel,0.35,21,0,1,VRF,Gas Heating,0,1,"Oven, Dishwasher"
5262,L-Shape,West,0.3,15,50.71,Steel,0.2,21,0,0,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
5263,Rectangular,East,0.31,18,220.07,Concrete,0.36,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5264,L-Shape,East,0.51,15,227.33,Steel,0.23,22,0,1,VRF,Heat Pump,0,2,"Microwave, Washer"
5265,Rectangular,East,0.42,12,97.48,Steel,0.3,20,1,1,Package AC,Gas Heating,0,0,"Microwave, Washer"
5266,Rectangular,East,0.5,10,225.79,Concrete,0.35,22,0,1,Package AC,Gas Heating,1,0,"Microwave, Washer"
5267,Rectangular,East,0.45,12,121.92,Wood,0.37,22,1,1,VRF,Gas Heating,0,1,"Microwave, Washer"
5268,Rectangular,West,0.39,18,198.65,Concrete,0.22,20,1,0,VRF,Heat Pump,1,1,"TV, Fridge"
5269,L-Shape,West,0.53,15,50.71,Steel,0.34,21,1,1,VRF,Gas Heating,1,0,"Oven, Dishwasher"
5270,Rectangular,East,0.58,10,200.62,Steel,0.25,21,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5271,Rectangular,East,0.59,12,310.19,Steel,0.4,22,1,1,Split AC,Heat Pump,1,2,"TV, Fridge"
5272,U-Shape,West,0.51,15,269.52,Steel,0.24,21,1,0,VRF,Heat Pump,1,1,"TV, Fridge"
5273,Rectangular,South,0.55,10,69.69,Steel,0.28,22,1,0,VRF,Gas Heating,0,2,"Microwave, Washer"
5274,U-Shape,South,0.34,15,260.88,Concrete,0.26,22,0,1,VRF,Heat Pump,1,1,"TV, Fridge"
5275,U-Shape,East,0.51,15,87.79,Wood,0.37,21,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5276,L-Shape,East,0.31,15,50.71,Steel,0.2,19,0,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5277,U-Shape,South,0.52,15,118.54,Concrete,0.29,21,0,1,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5278,Rectangular,South,0.6,12,249.58,Steel,0.24,21,1,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
5279,U-Shape,South,0.34,15,169.97,Concrete,0.23,19,0,1,Package AC,Heat Pump,1,1,"Microwave, Washer"
5280,Rectangular,South,0.4,15,344.92,Wood,0.36,19,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5281,Rectangular,West,0.47,15,223.46,Concrete,0.4,19,0,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
5282,U-Shape,South,0.43,15,183.72,Steel,0.25,21,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
5283,L-Shape,East,0.47,10,186.54,Concrete,0.32,20,0,1,Split AC,Heat Pump,1,0,"Microwave, Washer"
5284,U-Shape,South,0.51,18,182.57,Wood,0.38,22,0,1,Split AC,Heat Pump,0,0,"TV, Fridge"
5285,Rectangular,West,0.53,15,139.86,Steel,0.4,20,1,0,VRF,Heat Pump,0,1,"Oven, Dishwasher"
5286,L-Shape,North,0.49,12,272.99,Steel,0.23,19,0,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5287,Rectangular,West,0.45,15,193.6,Wood,0.37,22,0,1,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
5288,Rectangular,South,0.45,10,133.17,Steel,0.36,21,1,1,Package AC,Heat Pump,0,2,"TV, Fridge"
5289,Rectangular,West,0.43,12,199.97,Concrete,0.26,19,1,0,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
5290,L-Shape,North,0.55,10,304.37,Concrete,0.36,21,0,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
5291,Rectangular,East,0.36,15,51.36,Steel,0.23,20,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5292,Rectangular,West,0.56,10,141.89,Concrete,0.28,21,1,0,Split AC,Heat Pump,0,2,"Microwave, Washer"
5293,Rectangular,West,0.5,15,132.11,Wood,0.3,22,1,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
5294,Rectangular,East,0.52,12,245.18,Wood,0.35,22,1,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5295,Rectangular,East,0.45,10,245.97,Wood,0.25,20,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5296,Rectangular,South,0.31,15,157.37,Wood,0.29,20,1,1,Split AC,Gas Heating,1,0,"Microwave, Washer"
5297,Rectangular,East,0.45,18,301.52,Wood,0.28,20,0,0,Package AC,Gas Heating,1,0,"Oven, Dishwasher"
5298,U-Shape,South,0.54,15,248.76,Steel,0.28,19,0,1,Package AC,Heat Pump,1,1,"TV, Fridge"
5299,Rectangular,North,0.47,10,235.17,Wood,0.4,22,1,1,Package AC,Heat Pump,0,0,"TV, Fridge"
5300,L-Shape,South,0.5,10,208.72,Concrete,0.32,22,0,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
5301,L-Shape,East,0.48,15,245.73,Steel,0.32,21,0,1,Split AC,Heat Pump,1,0,"Oven, Dishwasher"
5302,Rectangular,North,0.38,10,170.41,Steel,0.23,19,1,1,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5303,L-Shape,North,0.37,12,50.71,Wood,0.25,21,1,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5304,Rectangular,East,0.48,10,144.58,Wood,0.29,19,1,0,Package AC,Gas Heating,1,2,"Microwave, Washer"
5305,Rectangular,South,0.46,10,222.63,Concrete,0.29,19,1,1,Package AC,Heat Pump,1,2,"TV, Fridge"
5306,L-Shape,South,0.3,10,209.56,Concrete,0.31,22,0,1,VRF,Heat Pump,1,0,"Oven, Dishwasher"
5307,U-Shape,North,0.53,18,311.8,Steel,0.26,21,0,1,VRF,Gas Heating,1,2,"Microwave, Washer"
5308,L-Shape,East,0.55,18,296.89,Steel,0.39,19,1,1,VRF,Gas Heating,0,2,"Microwave, Washer"
5309,U-Shape,North,0.35,15,50.71,Steel,0.2,22,0,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
5310,Rectangular,East,0.38,10,116.14,Steel,0.38,20,1,0,Package AC,Heat Pump,1,0,"Microwave, Washer"
5311,Rectangular,South,0.38,10,86.15,Wood,0.24,19,1,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
5312,L-Shape,East,0.53,18,53.08,Concrete,0.39,20,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
5313,U-Shape,East,0.34,12,188.25,Concrete,0.24,21,0,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5314,U-Shape,North,0.58,15,320.74,Steel,0.25,22,0,1,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5315,Rectangular,North,0.54,15,189.86,Steel,0.4,20,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5316,L-Shape,North,0.53,12,50.71,Steel,0.3,22,1,1,VRF,Heat Pump,1,1,"Oven, Dishwasher"
5317,Rectangular,South,0.34,18,344.89,Concrete,0.25,19,0,0,Package AC,Heat Pump,1,2,"Oven, Dishwasher"
5318,Rectangular,East,0.54,15,222.45,Wood,0.32,22,1,1,Split AC,Gas Heating,1,1,"Microwave, Washer"
5319,Rectangular,South,0.38,15,50.71,Steel,0.24,20,1,0,Split AC,Heat Pump,1,1,"Oven, Dishwasher"
5320,U-Shape,South,0.32,15,50.71,Steel,0.32,22,0,1,Package AC,Heat Pump,1,2,"Microwave, Washer"
5321,Rectangular,East,0.38,10,203.73,Concrete,0.36,21,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
5322,Rectangular,East,0.46,12,119.92,Wood,0.28,20,1,1,VRF,Gas Heating,0,0,"Oven, Dishwasher"
5323,L-Shape,North,0.41,15,348.6,Concrete,0.35,19,0,1,VRF,Heat Pump,1,2,"Oven, Dishwasher"
5324,L-Shape,East,0.37,10,55.93,Steel,0.34,22,0,1,Split AC,Heat Pump,1,1,"Microwave, Washer"
5325,U-Shape,South,0.56,12,342.68,Concrete,0.28,20,0,1,Package AC,Gas Heating,1,1,"Microwave, Washer"
5326,L-Shape,West,0.45,15,50.71,Wood,0.39,22,1,1,Split AC,Gas Heating,1,1,"Oven, Dishwasher"
5327,Rectangular,East,0.45,15,50.71,Concrete,0.34,21,1,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
5328,Rectangular,East,0.34,12,251.48,Steel,0.33,22,1,1,Package AC,Heat Pump,1,1,"Oven, Dishwasher"
5329,Rectangular,East,0.6,12,279.2,Concrete,0.34,19,1,1,Package AC,Heat Pump,1,0,"Oven, Dishwasher"
5330,Rectangular,East,0.4,15,53.06,Steel,0.34,20,1,1,Package AC,Heat Pump,0,0,"TV, Fridge"
5331,L-Shape,East,0.48,18,289.78,Wood,0.33,20,1,1,Split AC,Heat Pump,0,2,"Oven, Dishwasher"
5332,Rectangular,South,0.51,15,206.87,Steel,0.34,22,0,0,Split AC,Heat Pump,1,0,"Microwave, Washer"
5333,L-Shape,South,0.36,10,188.45,Concrete,0.25,19,0,1,Package AC,Heat Pump,1,0,"TV, Fridge"
5334,Rectangular,East,0.42,10,160.96,Concrete,0.35,19,1,0,Package AC,Gas Heating,0,1,"Microwave, Washer"
5335,Rectangular,East,0.56,15,223.34,Wood,0.35,22,1,1,Package AC,Gas Heating,1,0,"TV, Fridge"
5336,U-Shape,South,0.5,15,187.74,Wood,0.4,22,1,1,Split AC,Gas Heating,0,2,"Oven, Dishwasher"
5337,U-Shape,North,0.53,15,50.71,Steel,0.33,19,0,1,VRF,Gas Heating,1,2,"Oven, Dishwasher"
5338,Rectangular,North,0.44,10,97.09,Wood,0.22,22,0,0,Split AC,Heat Pump,0,1,"Microwave, Washer"
5339,U-Shape,North,0.5,10,130.64,Steel,0.36,20,0,0,Package AC,Heat Pump,1,2,"Microwave, Washer"
5340,Rectangular,South,0.41,15,203.63,Wood,0.24,19,0,1,Package AC,Heat Pump,1,0,"Microwave, Washer"
5341,U-Shape,South,0.55,15,96.47,Steel,0.29,22,0,1,VRF,Heat Pump,1,1,"Microwave, Washer"
5342,L-Shape,West,0.3,15,247.48,Concrete,0.38,19,0,1,Split AC,Heat Pump,1,0,"Microwave, Washer"
5343,L-Shape,East,0.52,10,220.16,Steel,0.22,22,1,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5344,Rectangular,North,0.55,10,207.43,Wood,0.36,22,1,0,Package AC,Gas Heating,0,2,"Oven, Dishwasher"
5345,L-Shape,East,0.34,10,191.72,Steel,0.34,21,1,1,Split AC,Gas Heating,1,2,"Microwave, Washer"
5346,Rectangular,West,0.49,15,184.15,Wood,0.35,20,0,0,VRF,Gas Heating,0,1,"Microwave, Washer"
5347,L-Shape,West,0.53,12,56.39,Wood,0.31,20,0,1,Split AC,Gas Heating,0,1,"TV, Fridge"
5348,U-Shape,West,0.51,15,183.79,Steel,0.35,22,0,1,Split AC,Heat Pump,1,0,"TV, Fridge"
5349,Rectangular,East,0.3,10,56.61,Wood,0.2,22,0,0,Split AC,Heat Pump,1,1,"Microwave, Washer"
5350,L-Shape,South,0.34,12,185.86,Concrete,0.28,20,1,0,Split AC,Heat Pump,1,2,"Microwave, Washer"
5351,U-Shape,South,0.6,15,287.66,Steel,0.22,21,0,1,Split AC,Gas Heating,1,0,"Oven, Dishwasher"
5352,Rectangular,South,0.49,18,184.52,Steel,0.37,21,1,1,Package AC,Heat Pump,0,2,"Oven, Dishwasher"
5353,U-Shape,South,0.3,15,51.14,Steel,0.37,21,0,1,Package AC,Gas Heating,1,1,"TV, Fridge"
5354,L-Shape,South,0.5,10,257.49,Concrete,0.37,19,0,0,Package AC,Heat Pump,1,1,"Microwave, Washer"
5355,Rectangular,East,0.47,18,274.55,Wood,0.38,20,1,0,Package AC,Gas Heating,0,2,"Microwave, Washer"
5356,Rectangular,East,0.46,10,249.13,Steel,0.4,20,0,0,Split AC,Heat Pump,1,2,"Oven, Dishwasher"
5357,Rectangular,East,0.45,12,50.71,Wood,0.28,22,0,0,Split AC,Gas Heating,1,1,"Microwave, Washer"
5358,U-Shape,South,0.6,10,157.01,Steel,0.28,19,0,1,Split AC,Heat Pump,1,2,"Microwave, Washer"
5359,Rectangular,South,0.5,15,183.35,Concrete,0.38,22,1,1,Split AC,Gas Heating,0,2,"TV, Fridge"
5360,U-Shape,South,0.41,15,285.37,Steel,0.35,19,1,1,Package AC,Gas Heating,0,0,"Oven, Dishwasher"
5361,Rectangular,East,0.42,18,216.21,Concrete,0.4,20,1,0,Package AC,Gas Heating,1,2,"Oven, Dishwasher"
