,building_type,sqft,yearbuilt,numberoffloors,airTemperature,humidity,power_consumption
5471,Other - Public Services,41402.0,1964.0,11.0,15.817425612199168,62.09334365559614,63.25794028167445
5472,Education,10613.0,1965.0,1.0,15.140418515454044,71.27049054904319,32.11945787574565
5473,Ice arena,16091.0,1963.0,1.0,9.070510260714448,48.06122480350619,27.59290996425938
5474,Sports Facility,51181.0,1919.0,1.0,10.992398259435904,72.84284797349774,21.154081200253838
5475,Sports Facility,10684.0,1976.0,2.0,10.958754435423883,71.55843721396428,52.70459813235917
5476,Police Station,283.0,1929.0,4.0,15.874900120129542,61.93054532040438,89.8228466394992
5477,Lodging/residential,70128.0,1955.0,1.0,15.039886456278523,71.2098361425563,45.99081764173225
5478,Fire Station,4764.0,1926.0,6.0,15.82261389607239,61.6378639225482,16.40928112940342
5479,Non-Refrigerated Warehouse,105756.0,1966.0,8.0,15.601201344365814,70.26264839349638,62.35319764561574
5480,Warehouse (Conditioned),10532.0,1965.0,3.0,10.161264266874129,83.95879813166516,0.0197319881440948
5481,Residence Hall,43386.0,2003.0,5.0,23.569121274694417,72.24743681897695,66.51372670371975
5482,Warehouse,3492.0,1992.0,2.0,9.932720691565324,84.17497873648375,33.06573099150664
5483,Library,60881.0,1989.0,11.0,15.879821881172013,62.28311566930311,61.16873528189323
5484,Other - Recreation,15522.0,1955.0,7.0,15.781907344071719,61.36447424338446,7.932849332537721
5485,Dormitory,28810.0,1933.0,5.0,9.06102630357141,63.44506814485133,74.24139447007349
5486,Market,15386.0,1963.0,1.0,10.756748256969315,83.26938695816622,0.0197319881440948
5487,Research,139387.0,1968.0,8.0,13.00200528646684,47.15561445372104,121.46078669689956
5488,Entertainment/public assembly,35962.0,1946.0,1.0,14.65639933846472,71.45413705903663,34.153492638791185
5489,Library,19840.0,1901.0,10.0,11.360133539336099,63.1550517966124,29.223034659960557
5490,garage,434286.0,1912.0,8.0,21.499260615398633,63.44492774057195,0.0197319881440948
5491,Swimming Pool,177047.0,1931.0,14.0,15.377254944606538,61.53937835788329,123.59433330629321
5492,Park,283.0,1920.0,1.0,23.92631980982333,25.5083874959562,0.0197319881440948
5493,Animal Shelter,185172.0,1948.0,6.0,11.759740629881419,63.04647942207944,464.86641852758873
5494,Market,25150.0,1939.0,8.0,10.398191925418086,71.78293522430997,16.80118576377106
5495,College Classroom,130837.0,2000.0,7.0,8.968248288808658,63.15103597816542,110.91933429843397
5496,Community Center,4236.0,1965.0,1.0,10.49609353980184,83.4895433846896,0.0197319881440948
5497,Central Plant,19673.0,1907.0,7.0,9.919902813809072,63.41715906016624,65.77197064914937
5498,Residence Hall,80413.0,2002.0,6.0,22.537818938852872,71.80026237557581,148.37730792969586
5499,Other - Lodging/Residential,8100.0,1900.0,6.0,15.486633392516064,62.04812369769928,0.0197319881440948
5500,Campsites,28618.0,1978.0,9.0,24.889091616663254,62.8148851949171,226.52333196769035
5501,Entertainment/public assembly,283.0,1917.0,1.0,14.77402592304636,71.4021110029648,66.23470001254537
5502,Other - Public Services,13977.0,1911.0,7.0,15.677529956185161,62.26612732051125,4.831022016670598
5503,Parking,283.0,1902.0,2.0,15.357471843002774,69.9008337485848,0.0197319881440948
5504,Conference Center,42552.0,1946.0,10.0,9.204370168265354,63.91346108850301,188.89702796098982
5505,Market,105216.0,1914.0,6.0,10.245195881523236,73.78784816445597,43.64271101039125
5506,"Community Center, Community Centers",283.0,1956.0,1.0,22.89387913246736,71.12022437259182,0.0197319881440948
5507,"Community Center, Community Centers",37987.0,1998.0,3.0,23.33071830116636,70.05831316251009,74.68696530841521
5508,Primary/Secondary Classroom,9844.0,1964.0,2.0,9.908635542905413,83.72911054816402,4.9579451993668044
5509,Manufacturing Facility,54238.0,1943.0,11.0,22.111541393755026,62.73382211917593,712.6218375683338
5510,Social/Meeting Hall,22134.0,1960.0,13.0,15.539098492101559,61.18034142815068,34.621071297505395
5511,Community Center,20981.0,1970.0,1.0,11.882188345326183,81.19587551925265,0.0197319881440948
5512,Creamatorium,9123.0,1972.0,5.0,22.252421370080416,73.22736094491948,13.232727379077286
5513,Sports Stadium,60355.0,2007.0,14.0,24.216756213768484,25.5083874959562,22.94704985274643
5514,Multifamily Housing,401704.0,1963.0,5.0,10.79797903388273,63.09127745587025,101.5804212781791
5515,Education,82434.0,1972.0,2.0,15.100021118757576,72.01442759311902,113.26453325676816
5516,Community Center,131952.0,1967.0,2.0,9.525338050528378,83.37182938633748,20.80644239654867
5517,Dormitory,336956.0,1912.0,7.0,10.006081250540996,62.96311811534811,106.33298597741071
5518,Education,129104.0,1982.0,8.0,14.882547905418255,71.39466457003704,93.913208441422
5519,Sports Stadium,78984.0,1924.0,11.0,21.899108838738048,25.82861113776,146.79343209573221
5520,Other - Recreation,12127.0,1916.0,8.0,15.7117689276244,60.86532059986568,8.46445632244421
5521,Sports Facility,57023.0,1928.0,7.0,22.7570366023057,71.39684917916536,26.817961474557425
5522,Gymnasium,81266.0,1961.0,8.0,13.03862445704772,63.22001864908112,2.9368452854206453
5523,Utility,53351.0,1980.0,4.0,9.473854038174819,27.49189892053526,59.3437721948456
5524,Swimming Pool,52966.0,1928.0,11.0,15.486126285371567,62.3489133271092,145.18993629971138
5525,Education,283.0,1907.0,2.0,15.038518390309989,71.35894374887413,12.343947083459774
5526,Housing,34218.0,1972.0,5.0,12.497300251840105,63.24311316149068,208.53821281366595
5527,Conference Center,84360.0,1925.0,9.0,12.039888573832293,64.19156768286244,62.401347180761086
5528,Public Service,8971.0,1930.0,2.0,13.919588546858153,81.10047430897522,0.0197319881440948
5529,Parking: Enclosed Garage,24279.0,1944.0,11.0,10.904643567169527,63.5675912208803,27.29744015733025
5530,Campsites,2546.0,1945.0,7.0,23.714612037135637,27.30619249873215,31.92148011997959
5531,Dormitory,145465.0,1983.0,9.0,9.185853370470928,71.4177692637607,158.69790011411405
5532,Support,27385.0,1981.0,3.0,14.634917955279239,62.42386639838612,73.89579594247695
5533,"Performing Arts, Community Centers",3938.0,1975.0,1.0,9.943920915198806,82.94086766748863,11.978448339401918
5534,Data Center,18454.0,1973.0,9.0,9.95672276558911,74.59156140276421,184.5654068627285
5535,Primary/Secondary Classroom,18885.0,1962.0,1.0,10.625440617679303,84.08801353926302,0.0197319881440948
5536,Museum,107698.0,1957.0,2.0,10.202560672572156,71.12813938609244,89.64127982629611
5537,Retail,182841.0,2017.0,8.0,21.542050914496,70.82067175679374,90.74495620406502
5538,College Classroom,26590.0,1905.0,25.0,24.923435462672604,26.17535015775054,128.24241372383506
5539,Senior Care Community,5508.0,1989.0,1.0,15.595663159250263,61.10206298393897,20.306308563751173
5540,Non-Refrigerated Warehouse,3735.0,1911.0,12.0,15.805839726938032,62.16460814499569,0.0197319881440948
5541,Sports Stadium,93381.0,1966.0,15.0,22.312884508146333,71.56979354106456,114.9097195760642
5542,Ice Arena,61412.0,1912.0,4.0,15.68214420659525,61.85288731516387,37.579278197573686
5543,Hospital,150468.0,1989.0,4.0,12.741145442136192,46.15609408666558,108.90980000837452
5544,Industrial,1720.0,1996.0,2.0,25.075584311937067,25.5083874959562,19.3699376474286
5545,Other,15664.0,1913.0,1.0,22.55400256967157,71.60161290001614,0.0197319881440948
5546,Education,36187.0,2004.0,6.0,15.27561015207516,71.30452965094285,64.92428387737696
5547,Other - Recreation,11455.0,1920.0,7.0,15.54973577392362,61.7776408636684,0.0197319881440948
5548,Library,152987.0,1952.0,8.0,21.546666219019997,62.3964047634331,253.60463714767843
5549,Fitness Center,49739.0,2002.0,6.0,24.28183041455964,70.39060903595734,70.10567635864798
5550,Retail Store,70689.0,1926.0,11.0,22.14171231735295,63.5190987550338,89.41865283650705
5551,Fire Station,8433.0,1920.0,1.0,15.892899774010079,61.4055111281925,0.0197319881440948
5552,Parking: Enclosed Garage,106932.0,1920.0,6.0,9.489061756141137,63.64138433871783,198.9025782634688
5553,Stadium,296192.0,2016.0,18.0,22.288122804926317,70.67189540248191,1203.9786683796976
5554,College Laboratory,88261.0,1966.0,7.0,9.805031417831234,71.82281622265523,13.449191776252924
5555,Prison/Incarceration,235194.0,1916.0,6.0,15.523967650849118,62.00130164446751,92.38330814949784
5556,Sports Stadium,10836.0,1981.0,9.0,24.442128205217447,26.9359586337702,269.20922573248237
5557,Office,18548.0,1974.0,1.0,10.66409265080596,81.25545801104943,13.38537991646266
5558,Chapel,283.0,1918.0,3.0,24.464650595389614,25.5083874959562,0.0197319881440948
5559,Community Center,283.0,1974.0,1.0,12.468503694655455,83.97791300738368,11.619197424301642
5560,Fire Station,5661.0,1901.0,6.0,15.63712763622272,61.99425874105267,34.96309314047362
5561,Office,14856.0,1951.0,19.0,10.45682965953195,62.68505885586605,154.6021938486844
5562,Manufacturing Facility,56702.0,2005.0,4.0,9.377841955573668,63.0009527299096,58.0932403524658
5563,Office,250731.0,1900.0,5.0,10.444601236305814,63.11041034844524,54.83899977496658
5564,College Laboratory,2791.0,1970.0,11.0,23.917563278928032,25.5083874959562,430.17752414867044
5565,Other - Public Services,4670.0,1906.0,20.0,15.64261217601332,61.07143465102422,10.246976174791783
5566,Athletic,141754.0,1973.0,8.0,13.105172447397676,63.16011538377251,369.80162509107726
5567,Warehouse,49543.0,1972.0,3.0,9.862404442617262,71.93703625320192,16.28977133703335
5568,Health Services,31162.0,1917.0,4.0,10.009973272761732,84.17497873648375,0.0197319881440948
5569,Dormitory,74933.0,2016.0,18.0,24.721623672627175,25.5083874959562,156.07615002922944
5570,Fitness Center,48701.0,1920.0,6.0,25.075584311937067,25.5083874959562,326.954396058605
5571,Primary/Secondary Classroom,16995.0,1961.0,2.0,10.13174735494423,84.17497873648375,19.423734094879762
5572,Parking: Enclosed Garage,23760.0,1921.0,7.0,25.075584311937067,27.10872847696085,31.736460940941914
5573,Entertainment/public assembly,3288.0,1997.0,1.0,22.737369350861286,70.3024878232065,0.0197319881440948
5574,Hospital,75803.0,1955.0,7.0,10.277024108546687,73.7621885235079,101.17199607885416
5575,Theater,21761.0,1970.0,3.0,9.935753748162362,84.17497873648375,0.027265091653255524
5576,Office,18633.0,1967.0,1.0,11.509876728959494,83.0076451545367,0.0197319881440948
5577,Restaurant,30320.0,1961.0,7.0,9.443946124616435,62.1722951726021,44.90244883747997
5578,Park,283.0,1908.0,1.0,24.34627337713682,71.32716582632214,21.273195721812307
5579,Academic,60190.0,1963.0,3.0,12.726773561865137,80.3723143915345,12.728336322130541
5580,Non-Refrigerated Warehouse,1991.0,1915.0,8.0,15.750895734718764,70.35881151920776,2.5929551790900227
5581,Education,88930.0,1972.0,1.0,15.113412703184208,70.69910829703686,9.576026848301975
5582,Sports Arena,58883.0,1921.0,11.0,10.831760050826858,63.29636628550745,205.69024579661775
5583,Technology/science,12746.0,1998.0,9.0,22.03611581725166,71.1939826573568,77.42646887402208
5584,Primary/Secondary Classroom,80891.0,1977.0,1.0,13.403799044324643,83.74668231886696,8.931589917729639
5585,"Fire Station, Fire Stations",5698.0,1914.0,1.0,25.075584311937067,25.5083874959562,0.0197319881440948
5586,Primary/Secondary Classroom,4538.0,1963.0,1.0,10.795909150804246,83.42246050592918,67.46502261476213
5587,Other - Recreation,13409.0,1924.0,8.0,15.745935769992316,62.05175802761916,20.04085158704263
5588,"Fire Station, Fire Stations",283.0,1970.0,1.0,22.007960248917144,70.85416235534096,0.0197319881440948
5589,College Laboratory,420389.0,1986.0,29.0,8.927870555568829,63.47694247683719,515.1912467369912
5590,Museum,403617.0,1988.0,9.0,21.596891343784144,72.04062415752055,187.04063428298178
5591,Sports Facility,42000.0,1951.0,1.0,25.075584311937067,25.5083874959562,20.785190027579524
5592,Dormitory,207289.0,2010.0,15.0,9.051064724394667,71.67634863887784,141.78785209147148
5593,"Fire Station, Fire Stations",2417.0,1960.0,1.0,23.049941909602797,70.4605125454399,0.0197319881440948
5594,Hospital,121553.0,2008.0,14.0,10.515758367047159,62.56911461652403,301.0832461215349
5595,Residence Hall,36170.0,2007.0,5.0,22.079879420823367,71.22865292733155,32.97085474612982
5596,Housing,83314.0,1941.0,3.0,12.918529439457037,62.8929908721609,26.93635802081342
5597,Other - Recreation,8747.0,1924.0,5.0,15.707742169037692,61.1692575985327,6.620806751525141
5598,Hospital (General Medical & Surgical),159156.0,1937.0,20.0,15.664219003675663,61.64783504469567,458.0234507585124
5599,Community Center,12698.0,1969.0,1.0,11.791378272965204,81.67019506426561,0.0197319881440948
5600,Services Plant,10852.0,1993.0,1.0,9.120578772666859,71.80684795505071,122.17410593825342
5601,"Community Center, Community Centers",283.0,1914.0,1.0,22.64288354431669,71.4103442529926,33.1123500710712
5602,Support,378595.0,1976.0,16.0,12.248011869049234,62.56049150704327,270.6861518083182
5603,Social/Meeting Hall,7885.0,1925.0,9.0,15.864069321975093,61.79785068693955,18.79293288224845
5604,College Classroom,79056.0,1918.0,3.0,9.460470175697242,62.39195160414879,28.101186694542662
5605,Office,64104.0,1912.0,6.0,10.130163916065136,63.22038310274252,75.01565234221553
5606,Auditorium,6539.0,1912.0,10.0,15.392177621752174,64.85718126861605,9.878766788014516
5607,Park,283.0,1907.0,5.0,23.862372698058525,70.48517326269936,10.183348824716234
5608,Gymnasium,480238.0,1948.0,10.0,9.262503024030714,74.63733221970104,325.0388380426405
5609,Greenhouse,94306.0,1951.0,6.0,10.142542785580362,63.18773028806268,266.8616610764532
5610,Dormitory,90032.0,1970.0,16.0,15.020672475621408,63.4660032479791,253.86330594932758
5611,Senior Care Community,7628.0,1916.0,5.0,15.89747092971869,60.71762013456917,0.0197319881440948
5612,Multifamily Housing,59185.0,1994.0,3.0,15.468171951336737,62.63836968525585,14.391814406750239
5613,Industrial,58032.0,1969.0,1.0,12.718137605111648,83.32732475817667,56.11057096194442
5614,Other,16342.0,1921.0,2.0,22.84593367660521,71.37096276278257,28.986723631892488
5615,Residence Hall,200643.0,2016.0,9.0,22.14795124303743,71.23485012223516,94.83092243335273
5616,Market,91426.0,1927.0,7.0,11.04685944478059,83.32205512116582,16.747434933709123
5617,Other,283.0,1960.0,1.0,22.194833845038268,71.26141737961744,3.478241790759828
5618,Entertainment/public assembly,6368.0,1906.0,2.0,14.881648517170971,71.54068081053488,17.3353308873141
5619,Residence Hall,331102.0,2005.0,9.0,22.52665128578999,71.96612739044357,380.74268450623606
5620,Retail,81409.0,2017.0,9.0,22.391267487079723,70.73645174178314,332.38834909249596
5621,Market,17892.0,1966.0,2.0,13.028121287051892,82.88761114491535,11.32637000649827
5622,Hospital,875000.0,1925.0,28.0,9.389013062281641,62.49740844866444,374.67322454962573
5623,"Performing Arts, Community Centers",6379.0,1911.0,1.0,9.604567946794308,71.44776719464218,2.3186357357593046
5624,Other,24634.0,1926.0,2.0,22.1875701868918,71.03667601307136,0.0197319881440948
5625,Prison/Incarceration,91008.0,1972.0,8.0,15.777573601577593,62.61176976912039,78.66092365019884
5626,Ice Arena,60151.0,1982.0,5.0,15.205576930127386,61.85578459374374,71.7291763922478
5627,Animal Shelter,137682.0,1955.0,9.0,10.119083928278414,64.3073206978351,2.952839127520452
5628,Student Union,542087.0,1901.0,23.0,21.262725020108878,63.11551376660658,55.028036364979016
5629,Academic,163825.0,1940.0,2.0,11.835108295547807,39.04334659534541,198.28026091013578
5630,Dormitory,198701.0,1919.0,8.0,9.202344452835632,63.75623006038354,82.13685417407989
5631,College Classroom,68437.0,1983.0,14.0,8.914168496017403,63.53809167009012,141.6770158860211
5632,Technology/science,2305.0,1913.0,1.0,15.319629524599819,71.75955467166472,0.0197319881440948
5633,College Laboratory,279486.0,1911.0,17.0,11.606166428427557,63.12806451509899,127.80600145209577
5634,College Classroom,46687.0,1916.0,7.0,9.583023217242872,71.32112040574731,33.501415055927026
5635,Dormitory,62994.0,1994.0,5.0,9.39870247001791,83.68004092139734,25.791151223955463
5636,Retail,8934.0,1920.0,1.0,9.346693765443888,70.72221874689637,0.0197319881440948
5637,College Laboratory,88400.0,1956.0,9.0,8.745792627665482,63.34253176735977,457.7846094972009
5638,Science Facility,147804.0,1919.0,9.0,11.193276842515107,84.17497873648375,48.35126939908058
5639,Parking Garage,261365.0,2016.0,17.0,25.075584311937067,25.5083874959562,794.0246486597553
5640,"Fire Station, Fire Stations",283.0,1918.0,1.0,23.576204039511772,70.75731617854618,0.0197319881440948
5641,Warehouse (Conditioned),28110.0,1973.0,1.0,22.872778308842616,82.53878917784418,4.273882766255383
5642,Urgent Care Center/Clinic/Other Outpatient Office,28758.0,1971.0,6.0,15.864347067272378,62.67377960539822,52.83684509536041
5643,Office,23376.0,1953.0,12.0,15.46847933297525,63.15535671715229,207.66519950326438
5644,Fire Station,20220.0,1922.0,6.0,15.922101362902952,61.31343216669754,3.1511645696528667
5645,Other - Lodging/Residential,5154.0,1943.0,7.0,15.60145741331849,61.49219362915981,0.0197319881440948
5646,Sports Stadium,51471.0,1965.0,9.0,9.870495667358638,62.09281742405558,109.4313352071544
5647,Theater,8303.0,1970.0,6.0,10.382643062845817,62.81811573806186,80.45973759267804
5648,College Laboratory,3607.0,1928.0,7.0,9.709227560418233,62.65163107926824,43.51813845145892
5649,Retail Store,14535.0,1923.0,8.0,10.395996176283225,63.52417457600142,80.23147793274077
5650,Parking Garage,116366.0,2002.0,12.0,25.075584311937067,25.6525081467045,39.94392099168425
5651,Athletic Field,75588.0,1958.0,9.0,12.593635404976105,63.76187411326,21.349710250417164
5652,K-12 School,2274.0,1932.0,9.0,15.700117459730755,61.79238039680602,52.02826029180028
5653,Residence Hall,90711.0,1995.0,6.0,22.5074511963213,71.60279399686515,193.50516720256417
5654,Police Station,55022.0,1907.0,8.0,15.850894898725633,60.96909216515657,50.870815678523385
