Building Area(m2),Building_height(m),Building Type,Temperature(degree C),Relative Humidity(%),Solar Radiation(W/m2),Energy Consumption(KW/m2/yr)
830.0,9.0,Single house,28.3,79,12.7,250.0
440.0,9.0,Single house,28.0,61,21.5,150.0
300.0,12.0,Single house,27.6,81,16.3,120.0
420.0,9.0,Single house,28.5,84,16.3,150.0
460.0,9.0,Single house,29.9,63,6.1,160.0
640.0,9.0,Single house,30.8,66,30.3,200.0
600.0,9.0,Duplex,31.2,71,29.7,190.0
520.0,9.0,Duplex,32.4,82,11.6,170.0
340.0,12.0,Single house,27.1,74,3.1,130.0
320.0,9.0,Single house,26.8,51,18.9,120.0
380.0,6.0,Single house,27.2,69,13.9,140.0
520.0,9.0,Single house,26.9,93,7.8,170.0
620.0,9.0,Single house,28.1,87,11.0,200.0
750.0,6.0,Single house,31.2,87,3.5,230.0
800.0,9.0,Apartment,31.1,78,10.9,250.0
800.0,12.0,Single house,30.8,100,16.3,250.0
700.0,9.0,Single house,29.1,78,14.6,220.0
300.0,9.0,Single house,28.2,76,5.1,120.0
900.0,9.0,Single house,28.2,73,23.1,270.0
640.0,6.0,Single house,30.2,74,26.5,200.0
650.0,12.0,Single house,26.7,88,13.2,210.0
340.0,9.0,Single house,28.3,53,31.9,130.0
560.0,9.0,Duplex,26.4,64,18.3,180.0
630.0,9.0,Single house,28.4,96,15.0,200.0
50.0,6.0,Single house,28.0,69,17.9,50.0
340.0,6.0,Single house,26.8,65,18.6,130.0
390.0,6.0,Single house,26.1,77,8.8,140.0
340.0,9.0,Single house,24.6,70,16.3,130.0
280.0,9.0,Single house,24.9,82,10.3,110.0
600.0,9.0,Apartment,25.0,64,10.6,190.0
540.0,6.0,Single house,25.9,97,22.7,180.0
600.0,9.0,Townhouse,23.9,63,2.9,190.0
250.0,12.0,Townhouse,25.8,78,26.0,100.0
650.0,12.0,Single house,23.7,79,23.6,210.0
510.0,12.0,Single house,22.5,82,10.7,170.0
350.0,9.0,Single house,28.3,78,29.8,130.0
640.0,6.0,Single house,27.5,79,6.0,200.0
590.0,9.0,Single house,29.2,78,16.0,190.0
630.0,12.0,Single house,26.9,95,18.2,200.0
650.0,9.0,Single house,29.9,77,14.6,210.0
480.0,3.0,Single house,28.2,91,5.6,160.0
440.0,9.0,Apartment,25.5,70,29.7,150.0
500.0,6.0,Single house,26.2,79,18.1,170.0
290.0,6.0,Single house,27.4,77,28.7,110.0
430.0,9.0,Single house,30.2,91,24.5,150.0
430.0,9.0,Single house,26.6,72,16.8,150.0
820.0,12.0,Single house,28.6,70,21.7,250.0
780.0,9.0,Single house,26.8,77,19.9,240.0
200.0,9.0,Single house,26.1,79,6.8,90.0
430.0,9.0,Duplex,27.6,53,4.0,150.0
400.0,12.0,Single house,27.2,68,15.1,140.0
540.0,9.0,Single house,27.0,92,12.3,180.0
490.0,6.0,Single house,27.3,76,33.1,170.0
590.0,9.0,Single house,27.3,76,4.0,190.0
320.0,9.0,Single house,24.8,86,13.8,120.0
450.0,9.0,Single house,28.6,85,15.1,160.0
310.0,12.0,Duplex,24.0,100,23.4,120.0
410.0,12.0,Single house,23.9,87,22.5,150.0
890.0,9.0,Duplex,23.9,73,2.8,270.0
600.0,9.0,Single house,24.0,79,10.9,190.0
470.0,12.0,Apartment,24.4,88,17.5,160.0
480.0,12.0,Apartment,23.5,91,16.3,160.0
560.0,12.0,Single house,22.6,68,10.6,180.0
1000.0,9.0,Single house,23.8,87,10.3,300.0
480.0,6.0,Single house,23.3,100,12.2,160.0
690.0,6.0,Single house,23.9,77,16.7,220.0
640.0,6.0,Single house,23.2,79,32.5,200.0
660.0,9.0,Single house,18.6,67,9.4,210.0
450.0,12.0,Single house,23.4,66,14.0,150.0
830.0,12.0,Single house,22.8,79,13.3,250.0
730.0,9.0,Single house,21.6,89,15.9,230.0
510.0,6.0,Single house,22.3,75,20.4,170.0
420.0,12.0,Single house,21.8,92,7.7,150.0
330.0,9.0,Duplex,18.0,90,16.3,120.0
790.0,9.0,Single house,22.1,74,18.9,240.0
290.0,9.0,Apartment,20.8,88,24.1,110.0
510.0,9.0,Single house,24.4,77,8.0,170.0
410.0,9.0,Single house,23.8,80,14.2,140.0
770.0,9.0,Single house,24.5,92,16.3,240.0
630.0,9.0,Single house,22.2,100,3.1,200.0
670.0,9.0,Single house,23.2,62,10.6,210.0
730.0,9.0,Single house,21.4,75,17.4,230.0
420.0,9.0,Single house,23.1,93,13.2,150.0
800.0,9.0,Single house,22.2,76,14.5,240.0
490.0,12.0,Single house,24.7,73,15.0,160.0
730.0,9.0,Single house,22.7,99,27.3,230.0
520.0,9.0,Single house,23.6,78,24.2,170.0
100.0,6.0,Single house,20.9,88,10.7,60.0
450.0,9.0,Single house,22.4,75,3.4,150.0
530.0,6.0,Single house,24.5,60,17.7,170.0
430.0,6.0,Apartment,23.0,72,14.3,150.0
660.0,9.0,Townhouse,22.1,87,8.8,210.0
620.0,6.0,Single house,18.7,81,27.5,200.0
370.0,6.0,Single house,23.1,69,30.6,130.0
370.0,9.0,Single house,22.0,100,4.6,130.0
560.0,12.0,Single house,22.8,80,13.8,180.0
590.0,6.0,Apartment,20.9,67,13.2,190.0
370.0,9.0,Single house,20.1,95,18.6,130.0
700.0,9.0,Apartment,21.7,90,9.5,220.0
750.0,6.0,Single house,20.3,72,6.6,230.0
520.0,6.0,Apartment,20.2,87,29.2,170.0
580.0,6.0,Duplex,20.1,89,11.6,190.0
550.0,9.0,Duplex,19.3,84,10.6,180.0
470.0,12.0,Single house,13.6,80,4.2,160.0
430.0,12.0,Single house,20.7,57,19.0,150.0
550.0,12.0,Duplex,22.1,75,9.6,180.0
370.0,9.0,Single house,21.0,78,23.5,130.0
580.0,12.0,Duplex,19.4,72,10.5,190.0
600.0,9.0,Single house,20.1,74,11.9,190.0
680.0,9.0,Single house,19.6,87,16.3,210.0
380.0,12.0,Apartment,22.1,73,18.7,140.0
540.0,9.0,Single house,20.7,58,7.1,170.0
330.0,9.0,Duplex,15.9,71,12.5,120.0
640.0,6.0,Duplex,17.9,72,14.8,200.0
710.0,9.0,Single house,23.3,77,28.8,220.0
730.0,9.0,Single house,23.6,64,16.5,230.0
240.0,6.0,Single house,23.9,75,2.3,100.0
390.0,9.0,Single house,23.8,68,26.0,140.0
550.0,3.0,Single house,25.4,88,17.2,180.0
350.0,6.0,Apartment,22.8,76,30.7,130.0
570.0,9.0,Single house,22.8,86,10.3,190.0
500.0,6.0,Single house,20.6,82,3.0,170.0
430.0,12.0,Apartment,17.4,63,30.4,150.0
570.0,12.0,Single house,21.4,78,19.0,190.0
260.0,9.0,Single house,20.7,99,12.7,110.0
830.0,9.0,Single house,21.8,59,10.3,250.0
540.0,9.0,Single house,19.6,90,20.1,180.0
110.0,6.0,Single house,20.3,80,25.5,70.0
500.0,6.0,Single house,22.2,60,8.8,160.0
490.0,9.0,Duplex,22.1,86,14.0,170.0
600.0,6.0,Single house,22.2,91,16.0,190.0
550.0,9.0,Single house,23.5,78,9.0,180.0
140.0,6.0,Single house,23.4,83,31.2,70.0
230.0,9.0,Single house,22.2,100,21.4,100.0
490.0,9.0,Single house,18.0,71,5.1,160.0
610.0,6.0,Single house,20.0,100,16.3,200.0
410.0,9.0,Duplex,21.3,99,17.3,150.0
830.0,6.0,Single house,21.6,62,15.1,250.0
780.0,12.0,Single house,22.3,80,23.2,240.0
500.0,6.0,Townhouse,22.3,80,5.7,170.0
480.0,12.0,Single house,22.1,95,22.2,160.0
210.0,9.0,Townhouse,21.8,93,16.5,90.0
430.0,9.0,Single house,22.8,97,23.2,150.0
550.0,12.0,Townhouse,22.8,59,16.3,180.0
490.0,9.0,Single house,22.7,96,18.9,170.0
420.0,9.0,Apartment,24.3,86,6.8,150.0
620.0,6.0,Single house,24.1,56,15.0,200.0
490.0,9.0,Single house,23.6,95,30.6,170.0
730.0,9.0,Single house,23.9,65,17.6,230.0
400.0,6.0,Single house,24.8,88,28.6,140.0
750.0,9.0,Apartment,25.9,72,15.3,230.0
300.0,6.0,Single house,22.6,76,8.1,110.0
570.0,9.0,Apartment,23.0,84,22.7,190.0
500.0,6.0,Apartment,26.5,76,25.7,170.0
650.0,6.0,Single house,26.9,61,12.9,200.0
610.0,9.0,Single house,28.2,83,8.1,200.0
480.0,12.0,Single house,28.0,65,2.8,160.0
350.0,9.0,Single house,25.1,85,8.4,130.0
420.0,6.0,Single house,25.7,63,24.6,150.0
540.0,12.0,Single house,21.8,81,10.9,180.0
170.0,6.0,Single house,24.4,83,26.1,80.0
320.0,9.0,Single house,26.5,100,11.9,120.0
620.0,9.0,Single house,26.1,55,18.9,200.0
620.0,12.0,Single house,21.4,83,18.8,200.0
460.0,9.0,Single house,20.8,63,23.0,160.0
450.0,12.0,Duplex,21.9,85,16.5,160.0
330.0,6.0,Apartment,23.9,77,11.9,120.0
260.0,6.0,Single house,25.7,88,26.4,110.0
450.0,9.0,Townhouse,24.5,96,24.7,160.0
730.0,6.0,Apartment,25.0,75,12.5,230.0
450.0,6.0,Duplex,25.8,79,28.5,160.0
360.0,12.0,Single house,28.5,90,20.7,130.0
650.0,9.0,Single house,25.9,72,6.7,210.0
710.0,15.0,Single house,25.4,84,24.9,220.0
500.0,9.0,Apartment,26.8,89,11.6,170.0
570.0,9.0,Duplex,26.1,66,3.2,180.0
430.0,12.0,Apartment,25.6,60,24.0,150.0
460.0,6.0,Single house,23.5,81,15.9,160.0
490.0,12.0,Single house,23.5,90,8.0,170.0
530.0,9.0,Single house,24.3,60,14.4,170.0
520.0,12.0,Single house,24.7,85,16.1,170.0
360.0,12.0,Single house,25.6,74,18.8,130.0
400.0,9.0,Single house,26.2,77,21.1,140.0
470.0,6.0,Single house,25.0,92,11.0,160.0
420.0,12.0,Single house,26.5,81,29.7,150.0
410.0,9.0,Duplex,31.5,68,27.9,150.0
790.0,12.0,Single house,30.9,79,30.7,240.0
370.0,9.0,Apartment,26.1,76,16.3,130.0
820.0,9.0,Single house,26.0,75,7.5,250.0
460.0,9.0,Single house,27.8,93,19.2,160.0
400.0,12.0,Single house,21.8,71,4.2,140.0
1000.0,6.0,Apartment,29.1,69,8.9,300.0
610.0,12.0,Townhouse,29.4,82,12.9,200.0
610.0,6.0,Apartment,30.0,87,5.4,200.0
550.0,12.0,Single house,28.1,77,25.1,180.0
230.0,12.0,Single house,25.0,64,6.8,100.0
440.0,12.0,Single house,25.4,80,15.5,150.0
680.0,12.0,Single house,27.9,100,5.6,220.0
590.0,9.0,Single house,32.8,86,23.9,190.0
590.0,9.0,Single house,31.2,58,8.0,190.0
610.0,9.0,Apartment,29.3,67,23.9,200.0
450.0,9.0,Single house,28.1,80,19.7,160.0
440.0,6.0,Single house,27.1,85,10.9,150.0
320.0,9.0,Single house,30.1,70,16.8,120.0
540.0,6.0,Single house,27.0,100,6.3,180.0
440.0,12.0,Single house,30.8,85,10.0,150.0
490.0,6.0,Single house,29.7,83,15.7,170.0
620.0,9.0,Townhouse,32.6,94,29.6,200.0
430.0,9.0,Apartment,24.9,82,14.3,150.0
620.0,9.0,Duplex,29.4,55,22.4,200.0
450.0,9.0,Townhouse,31.6,74,14.3,160.0
420.0,12.0,Duplex,34.7,71,23.8,150.0
370.0,6.0,Single house,31.0,75,5.2,130.0
680.0,12.0,Single house,26.2,80,14.4,210.0
510.0,9.0,Single house,28.3,87,7.4,170.0
750.0,6.0,Single house,31.7,69,11.8,230.0
390.0,6.0,Townhouse,28.0,69,8.7,140.0
660.0,9.0,Single house,30.9,78,12.0,210.0
820.0,9.0,Single house,29.0,86,0.6,250.0
580.0,9.0,Single house,27.0,86,12.3,190.0
520.0,9.0,Single house,26.6,86,19.6,170.0
490.0,9.0,Single house,27.8,92,34.1,170.0
540.0,9.0,Apartment,24.8,74,19.2,180.0
650.0,9.0,Apartment,27.4,93,33.8,210.0
790.0,9.0,Single house,27.4,83,29.6,240.0
630.0,9.0,Single house,28.0,81,14.6,200.0
610.0,12.0,Single house,28.4,100,26.8,200.0
610.0,9.0,Single house,29.6,75,14.6,200.0
280.0,12.0,Apartment,33.0,69,16.4,110.0
670.0,6.0,Single house,26.2,97,27.0,210.0
710.0,12.0,Single house,29.2,78,15.1,220.0
610.0,9.0,Single house,26.7,92,23.1,200.0
590.0,12.0,Single house,26.8,84,14.4,190.0
410.0,9.0,Single house,31.3,57,8.7,140.0
360.0,9.0,Single house,27.2,82,28.8,130.0
400.0,9.0,Single house,26.3,86,25.7,140.0
610.0,9.0,Single house,26.5,78,21.0,200.0
470.0,12.0,Single house,28.2,86,16.1,160.0
800.0,12.0,Single house,31.3,93,15.2,250.0
660.0,9.0,Single house,26.1,97,19.6,210.0
530.0,6.0,Single house,24.9,89,15.8,180.0
470.0,12.0,Apartment,26.3,68,13.1,160.0
370.0,12.0,Single house,27.8,80,21.3,140.0
630.0,9.0,Single house,29.2,70,11.3,200.0
430.0,9.0,Single house,29.7,73,18.5,150.0
300.0,12.0,Single house,30.9,73,26.1,120.0
600.0,12.0,Single house,28.7,78,9.9,190.0
530.0,6.0,Single house,29.1,82,6.1,180.0
380.0,9.0,Single house,30.1,100,19.1,140.0
470.0,6.0,Duplex,27.7,82,21.3,160.0
940.0,9.0,Single house,29.1,100,16.7,280.0
700.0,9.0,Apartment,27.2,79,14.9,220.0
370.0,9.0,Single house,25.5,88,9.0,130.0
580.0,9.0,Apartment,28.4,74,9.6,190.0
490.0,9.0,Single house,31.0,79,0.3,170.0
260.0,9.0,Single house,28.8,70,11.0,110.0
390.0,9.0,Single house,28.8,87,28.6,140.0
670.0,6.0,Single house,28.1,69,21.5,210.0
450.0,9.0,Single house,29.4,75,21.8,160.0
520.0,12.0,Single house,31.2,82,17.1,170.0
560.0,12.0,Apartment,29.3,84,11.2,180.0
800.0,12.0,Single house,27.2,85,34.0,250.0
470.0,9.0,Duplex,27.1,73,13.8,160.0
610.0,9.0,Single house,28.9,62,25.6,200.0
420.0,9.0,Single house,33.5,51,18.6,150.0
620.0,9.0,Single house,24.4,68,5.0,200.0
520.0,12.0,Single house,25.6,71,16.3,170.0
480.0,9.0,Apartment,27.0,70,12.1,160.0
550.0,9.0,Single house,27.8,68,21.1,180.0
640.0,12.0,Single house,28.3,84,14.5,210.0
500.0,9.0,Single house,35.5,75,16.7,170.0
320.0,9.0,Single house,29.8,77,10.8,120.0
650.0,9.0,Duplex,26.9,69,18.0,210.0
590.0,9.0,Single house,27.6,99,3.6,190.0
440.0,12.0,Single house,27.7,75,13.8,150.0
190.0,9.0,Single house,29.6,50,12.5,90.0
410.0,12.0,Single house,30.8,69,26.6,150.0
650.0,9.0,Single house,27.3,62,12.2,200.0
390.0,15.0,Apartment,30.1,62,26.2,140.0
450.0,9.0,Apartment,30.2,84,27.3,160.0
470.0,12.0,Single house,30.5,100,8.0,160.0
600.0,9.0,Single house,29.7,64,32.6,190.0
410.0,9.0,Apartment,28.0,74,20.5,140.0
650.0,6.0,Single house,29.3,69,22.1,210.0
580.0,9.0,Single house,28.7,52,13.4,190.0
640.0,9.0,Apartment,29.2,93,10.9,210.0
420.0,6.0,Townhouse,30.9,67,6.7,150.0
630.0,9.0,Apartment,30.0,88,17.9,200.0
710.0,9.0,Single house,30.1,95,10.4,220.0
540.0,9.0,Single house,32.5,77,12.3,180.0
720.0,12.0,Apartment,30.7,66,11.5,220.0
250.0,6.0,Single house,32.7,45,27.1,100.0
650.0,9.0,Single house,31.0,87,19.5,210.0
790.0,9.0,Single house,29.8,100,16.3,250.0
230.0,9.0,Single house,34.8,73,6.1,100.0
720.0,6.0,Apartment,31.1,85,24.8,230.0
200.0,6.0,Single house,29.0,74,22.4,90.0
580.0,6.0,Single house,30.6,71,23.5,190.0
400.0,9.0,Apartment,31.8,98,13.4,140.0
380.0,6.0,Apartment,34.5,81,9.8,140.0
340.0,6.0,Single house,38.7,79,8.5,130.0
470.0,9.0,Apartment,33.6,80,27.9,160.0
300.0,12.0,Single house,34.8,80,27.7,120.0
940.0,6.0,Single house,31.2,59,26.1,280.0
550.0,9.0,Duplex,29.6,77,10.4,180.0
540.0,12.0,Apartment,28.6,100,30.0,180.0
810.0,12.0,Single house,27.8,89,9.4,250.0
530.0,9.0,Single house,29.8,72,33.9,180.0
720.0,12.0,Single house,30.6,81,12.5,230.0
460.0,9.0,Single house,29.6,94,23.2,160.0
540.0,9.0,Single house,30.2,83,16.7,180.0
580.0,6.0,Apartment,30.4,100,16.3,190.0
560.0,9.0,Single house,30.6,83,26.5,180.0
310.0,12.0,Single house,30.8,82,9.6,120.0
360.0,9.0,Single house,30.4,65,25.8,130.0
480.0,9.0,Single house,31.8,58,0.6,160.0
420.0,6.0,Single house,33.5,91,20.6,150.0
550.0,9.0,Duplex,32.9,74,12.4,180.0
610.0,9.0,Single house,35.3,69,21.0,200.0
680.0,9.0,Single house,30.1,86,19.4,220.0
380.0,6.0,Single house,29.2,71,2.5,140.0
700.0,9.0,Single house,28.7,87,7.6,220.0
480.0,12.0,Single house,28.5,82,11.1,160.0
400.0,9.0,Single house,28.6,71,6.8,140.0
320.0,9.0,Apartment,26.7,82,21.8,120.0
280.0,9.0,Single house,27.4,61,27.7,110.0
620.0,6.0,Single house,28.4,84,32.4,200.0
570.0,6.0,Single house,26.9,72,13.3,180.0
390.0,12.0,Single house,28.8,78,13.6,140.0
540.0,6.0,Single house,30.0,94,12.9,180.0
540.0,6.0,Apartment,28.7,79,16.3,180.0
290.0,9.0,Single house,29.7,71,20.9,110.0
520.0,9.0,Townhouse,29.9,91,11.4,170.0
660.0,9.0,Single house,27.4,78,20.2,210.0
540.0,12.0,Single house,28.6,94,12.2,180.0
570.0,12.0,Townhouse,29.2,70,7.1,190.0
640.0,12.0,Single house,29.1,75,16.3,200.0
790.0,9.0,Single house,28.8,67,20.4,240.0
480.0,9.0,Single house,29.2,62,10.3,160.0
320.0,6.0,Single house,29.8,81,9.4,120.0
560.0,6.0,Apartment,30.8,71,31.2,180.0
710.0,9.0,Apartment,30.0,70,10.1,220.0
680.0,6.0,Single house,31.6,80,13.3,210.0
670.0,9.0,Single house,32.6,66,3.3,210.0
700.0,9.0,Duplex,34.1,78,9.4,220.0
300.0,9.0,Single house,31.3,72,32.0,120.0
560.0,9.0,Townhouse,31.9,100,7.0,190.0
640.0,9.0,Single house,33.4,68,25.9,200.0
540.0,9.0,Single house,34.0,62,2.3,180.0
870.0,9.0,Single house,27.4,72,20.5,260.0
530.0,9.0,Single house,30.2,81,6.2,180.0
620.0,12.0,Apartment,28.5,68,31.3,200.0
550.0,9.0,Single house,29.6,72,23.9,180.0
540.0,12.0,Townhouse,29.5,63,13.0,180.0
280.0,6.0,Duplex,30.7,68,7.3,110.0
520.0,9.0,Apartment,30.9,83,6.7,170.0
240.0,6.0,Single house,30.4,90,13.3,100.0
350.0,9.0,Single house,30.2,84,18.4,130.0
480.0,12.0,Single house,27.8,91,11.0,160.0
610.0,9.0,Single house,28.6,78,16.3,200.0
350.0,9.0,Single house,27.9,87,23.0,130.0
280.0,6.0,Single house,29.1,84,32.2,110.0
860.0,9.0,Single house,28.8,79,11.5,260.0
550.0,12.0,Townhouse,28.9,49,26.6,180.0
430.0,9.0,Single house,28.3,77,9.8,150.0
690.0,9.0,Apartment,28.9,90,5.5,220.0
520.0,6.0,Duplex,28.7,69,12.4,170.0
480.0,12.0,Single house,29.3,100,16.1,170.0
670.0,9.0,Apartment,29.6,89,16.3,210.0
500.0,3.0,Single house,29.0,98,8.1,170.0
500.0,9.0,Single house,30.2,100,18.2,170.0
480.0,12.0,Single house,32.8,53,26.8,160.0
770.0,9.0,Single house,31.8,91,3.3,240.0
580.0,6.0,Single house,32.0,82,8.7,190.0
760.0,6.0,Duplex,30.6,93,32.1,240.0
140.0,6.0,Single house,30.0,91,15.9,80.0
660.0,9.0,Single house,29.0,72,19.9,210.0
480.0,9.0,Single house,29.5,67,16.3,160.0
390.0,6.0,Single house,31.6,67,29.7,140.0
370.0,9.0,Townhouse,28.8,81,8.1,130.0
520.0,9.0,Single house,26.5,67,4.2,170.0
530.0,9.0,Single house,27.2,67,15.1,170.0
510.0,9.0,Single house,23.8,71,26.9,170.0
560.0,9.0,Apartment,28.9,83,6.7,180.0
640.0,9.0,Single house,32.6,69,11.0,200.0
510.0,12.0,Single house,25.6,92,19.2,170.0
680.0,6.0,Single house,29.3,69,30.1,210.0
460.0,9.0,Duplex,29.3,96,11.0,160.0
260.0,12.0,Single house,29.9,66,26.9,110.0
730.0,6.0,Single house,29.5,76,21.3,230.0
640.0,9.0,Duplex,29.5,80,16.0,200.0
560.0,6.0,Single house,30.9,67,10.8,180.0
390.0,9.0,Single house,31.0,70,14.0,140.0
690.0,6.0,Single house,27.8,82,28.4,220.0
210.0,9.0,Townhouse,27.0,73,12.1,90.0
400.0,6.0,Single house,27.8,72,20.5,140.0
530.0,12.0,Single house,26.3,74,12.4,180.0
650.0,12.0,Apartment,29.7,81,32.0,210.0
600.0,12.0,Single house,31.3,68,22.6,190.0
480.0,12.0,Townhouse,24.6,99,16.1,160.0
310.0,12.0,Single house,24.9,56,24.7,120.0
390.0,9.0,Single house,25.8,79,28.0,140.0
540.0,12.0,Single house,28.2,77,16.4,180.0
460.0,9.0,Single house,28.0,74,30.7,160.0
570.0,9.0,Single house,28.4,62,12.9,180.0
670.0,12.0,Single house,28.6,86,13.6,210.0
560.0,9.0,Single house,28.5,58,18.3,180.0
320.0,9.0,Apartment,29.2,85,21.1,120.0
600.0,6.0,Apartment,27.5,78,20.3,190.0
250.0,12.0,Single house,28.2,72,14.8,100.0
740.0,9.0,Single house,29.0,63,26.1,230.0
680.0,6.0,Single house,28.9,70,16.3,210.0
550.0,6.0,Single house,29.1,50,7.8,180.0
290.0,12.0,Single house,29.4,86,11.5,120.0
310.0,9.0,Single house,24.6,80,10.9,120.0
280.0,9.0,Townhouse,26.0,85,13.4,110.0
470.0,12.0,Single house,27.1,64,23.4,160.0
210.0,9.0,Single house,27.4,71,9.6,90.0
680.0,9.0,Single house,23.5,86,31.4,210.0
700.0,9.0,Single house,21.1,82,19.8,220.0
470.0,3.0,Single house,26.54621693121693,92,22.1,160.0
660.0,3.0,Single house,22.5,84,11.4,210.0
900.0,9.0,Single house,22.4,83,14.2,270.0
550.0,6.0,Single house,23.7,80,9.1,180.0
500.0,12.0,Single house,24.2,96,27.2,170.0
360.0,9.0,Apartment,24.7,73,16.3,130.0
560.0,9.0,Duplex,24.0,71,9.0,180.0
450.0,9.0,Duplex,25.4,79,23.1,160.0
480.0,12.0,Single house,24.7,78,18.4,160.0
570.0,9.0,Single house,24.8,76,28.1,190.0
440.0,9.0,Single house,23.2,90,24.9,150.0
640.0,3.0,Single house,24.8,84,7.6,200.0
360.0,9.0,Single house,23.0,73,8.9,130.0
640.0,12.0,Single house,24.6,100,16.3,210.0
430.0,6.0,Townhouse,25.1,72,23.9,150.0
580.0,12.0,Single house,24.7,86,11.4,190.0
420.0,9.0,Single house,24.7,68,6.3,150.0
440.0,12.0,Apartment,25.1,72,10.7,150.0
900.0,9.0,Townhouse,26.1,74,13.1,270.0
520.0,6.0,Apartment,26.6,100,11.9,170.0
470.0,6.0,Single house,27.0,80,24.0,160.0
400.0,6.0,Townhouse,28.4,81,6.1,140.0
670.0,12.0,Apartment,28.4,61,12.8,210.0
550.0,12.0,Single house,26.9,82,12.1,180.0
450.0,12.0,Single house,27.9,66,17.3,150.0
740.0,9.0,Single house,28.6,70,10.1,230.0
220.0,9.0,Duplex,24.9,84,2.1,100.0
610.0,15.0,Single house,23.4,73,5.7,200.0
710.0,9.0,Single house,24.8,97,29.8,220.0
570.0,12.0,Single house,25.8,95,21.3,190.0
620.0,12.0,Single house,24.6,81,31.7,200.0
480.0,12.0,Single house,25.8,80,11.6,160.0
550.0,6.0,Single house,26.1,77,11.8,180.0
810.0,12.0,Single house,25.9,83,30.8,250.0
640.0,12.0,Single house,24.4,85,14.3,200.0
550.0,6.0,Single house,23.3,76,14.7,180.0
480.0,9.0,Single house,22.4,64,4.1,160.0
580.0,9.0,Single house,23.9,82,7.9,190.0
310.0,9.0,Single house,22.8,81,6.7,120.0
360.0,3.0,Townhouse,23.6,70,20.5,130.0
600.0,9.0,Single house,24.1,78,16.3,190.0
270.0,9.0,Apartment,21.0,69,11.0,110.0
400.0,12.0,Townhouse,20.6,86,18.8,140.0
450.0,9.0,Single house,21.6,81,0.5,150.0
600.0,12.0,Apartment,22.9,81,20.6,190.0
340.0,9.0,Single house,24.3,88,21.8,130.0
850.0,12.0,Single house,20.3,100,9.4,260.0
650.0,9.0,Apartment,22.5,79,12.1,210.0
500.0,12.0,Single house,25.6,86,11.5,170.0
370.0,6.0,Single house,24.2,92,14.2,130.0
450.0,6.0,Apartment,24.1,78,10.5,150.0
320.0,6.0,Single house,20.9,90,24.7,120.0
910.0,6.0,Apartment,21.8,94,15.5,270.0
590.0,9.0,Townhouse,24.2,79,20.4,190.0
430.0,9.0,Single house,23.6,100,27.7,150.0
570.0,9.0,Duplex,24.9,57,12.6,180.0
670.0,12.0,Apartment,19.9,69,15.7,210.0
480.0,9.0,Duplex,19.1,64,15.9,160.0
410.0,9.0,Single house,19.8,93,16.8,140.0
470.0,6.0,Single house,21.2,82,15.7,160.0
570.0,9.0,Single house,22.6,70,27.2,180.0
630.0,9.0,Single house,23.9,89,28.3,200.0
420.0,9.0,Single house,24.4,75,17.3,150.0
740.0,9.0,Single house,20.5,100,23.2,230.0
250.0,12.0,Single house,19.9,73,5.8,100.0
620.0,6.0,Single house,21.7,92,9.6,200.0
730.0,6.0,Apartment,23.4,66,11.3,220.0
630.0,12.0,Single house,20.0,85,28.1,200.0
370.0,9.0,Single house,22.4,73,21.0,130.0
520.0,12.0,Single house,22.6,63,17.5,170.0
720.0,9.0,Apartment,21.8,54,1.7,220.0
580.0,9.0,Single house,21.4,75,10.2,190.0
340.0,6.0,Single house,20.5,91,1.7,130.0
70.0,9.0,Single house,22.0,79,24.8,60.0
800.0,9.0,Single house,22.2,61,31.7,240.0
490.0,9.0,Apartment,18.7,96,16.5,160.0
690.0,9.0,Apartment,20.3,84,8.3,220.0
430.0,9.0,Single house,23.2,88,25.9,150.0
530.0,9.0,Apartment,22.2,84,11.3,170.0
510.0,9.0,Apartment,22.6,100,16.3,170.0
790.0,6.0,Single house,22.8,81,16.3,240.0
510.0,9.0,Single house,23.3,69,23.3,170.0
540.0,3.0,Apartment,23.8,92,30.7,180.0
260.0,9.0,Apartment,22.7,52,10.5,100.0
570.0,9.0,Single house,24.4,82,26.7,190.0
370.0,9.0,Townhouse,23.7,74,18.4,130.0
490.0,3.0,Apartment,25.1,95,5.4,170.0
320.0,9.0,Townhouse,25.9,79,29.0,120.0
300.0,9.0,Single house,25.4,69,11.0,110.0
470.0,9.0,Single house,28.5,81,6.5,160.0
770.0,6.0,Single house,21.4,63,18.5,230.0
570.0,12.0,Single house,21.4,100,21.4,190.0
530.0,9.0,Apartment,20.2,76,32.2,170.0
560.0,9.0,Single house,21.8,87,5.7,180.0
530.0,6.0,Apartment,22.3,71,28.0,170.0
410.0,9.0,Townhouse,24.0,84,19.2,140.0
640.0,6.0,Single house,23.3,78,29.0,200.0
680.0,9.0,Single house,21.9,100,18.1,220.0
450.0,9.0,Single house,24.6,61,28.6,150.0
570.0,9.0,Apartment,25.9,74,14.9,190.0
500.0,12.0,Apartment,22.1,73,8.2,170.0
790.0,12.0,Single house,22.6,64,5.5,240.0
250.0,6.0,Single house,21.6,77,2.3,100.0
370.0,6.0,Single house,20.9,89,13.2,130.0
480.0,9.0,Single house,17.4,70,31.0,160.0
700.0,6.0,Duplex,22.5,79,7.6,220.0
170.0,9.0,Single house,20.9,84,17.1,80.0
480.0,9.0,Single house,24.3,86,9.5,160.0
